WP,City,Date,WP1,WP2,N1,N2,N3,N4,Carbon,Ozone,Sulpher,OC1,IN1,OC2,IN2,SI
8726,Shreveport,31-07-2016,41.4,,30.01,56.75,60.61,,60.86,8.41,69.52,32.32,6.96,4.07,14607.96,217
8727,LosAngeles,22-12-2018,57.79,142.26,7.55,47.4,7.69,18.89,0.5,17.19,25.18,0.98,0.15,0.04,17631.96,104
8728,Logan,13-03-2020,58.18,161.14,17.68,47.72,45.81,24.11,0.9,11.66,5.16,10.73,3.45,7.07,351.96,140
8729,Shreveport,14-04-2015,68.43,,3.64,38.65,15.66,,7.29,14.28,4.98,0.93,0.1,0.03,9231.96,132
8730,California,22-08-2019,22.78,34.76,9.48,6.64,13.25,28.86,1.82,31.66,12.77,0.1,,0,1251.96,55
8731,Nevada,24-03-2020,27.6,51.68,2.72,9.18,15.15,37.87,0.57,57.26,15.26,,,1.24,16450.96,55
8732,Angol,10-02-2017,29.81,109.52,12.16,40.58,,12.95,0.57,29.62,8.79,0.08,,0.01,15814.96,82
8733,Chico,01-04-2019,240.5,,15.89,70.11,42.71,31.17,1.29,32.45,11.25,3.29,,1.22,1234.96,357
8734,Logan,03-10-2020,53.42,119.9,7.83,34.86,28.11,47.59,1.38,25.26,24.43,9.93,2.28,4.28,3128.96,126
8735,Camden,15-05-2017,224.16,,7.94,10.2,,,,50.31,4.74,20.65,,3.3,13529.96,367
8736,Mexico,07-04-2019,31.28,62.36,18.94,22.34,30.16,27.82,0.6,5.46,15.94,5.62,0.12,0.4,2693.96,85
8737,Logan,07-02-2017,17.08,44.17,6.74,12.3,7.88,2.68,0.81,2.4,15.74,9.5,1.6,4.49,15585.96,61
8738,Mexico,13-06-2019,10.11,13.87,1.76,4.4,1.14,4.06,,38.81,17.08,0,,0.01,8483.96,41
8739,Visalia,03-08-2020,36.97,108.54,8.83,17.36,20.39,17.3,0.41,23.71,5.91,14.83,2.64,16.78,14829.96,100
8740,NewYork,07-11-2019,23.65,64.84,30.31,14.52,51.47,12.88,0.67,11.09,7.95,0.96,8.37,3.33,9801.96,75
8741,Padrelascasas,25-03-2020,,51.51,8.09,0.61,6.44,10.79,0.27,37.63,12.38,,,0.27,15197.96,74
8742,Carlsbad,18-08-2018,55.54,86.94,5.77,14.82,16.34,,1.82,41.52,5.22,1.13,,3.13,4826.96,72
8743,Angol,03-10-2020,51.38,166.38,9.27,22.87,22.91,12.39,0.47,37.94,10.26,9.11,,0.26,1515.96,179
8744,Sandiago,28-04-2015,35.3,,5.9,11.17,12.69,,0,39.32,3.35,0.07,,0.22,11310.96,106
8745,Sandiago,26-02-2018,32.5,,16.03,17.28,20.42,112.18,0.06,13.11,15.2,0.27,,0.62,6938.96,73
8746,NewYork,15-01-2019,195.62,321.75,39.04,34.37,152.39,9.91,1.77,15.21,11.22,12.21,9.84,13.08,16490.96,332
8747,Logan,14-12-2015,54.86,122.08,16.77,25.73,27.07,11.87,0.62,33.47,4.78,9.65,2.04,3.89,19561.96,112
8748,Edinburg,04-09-2020,4.73,33,38.51,311.44,50.79,37.02,1.49,21.26,54.25,11.33,5.61,2.37,9517.96,87
8749,Sanfransisco,17-05-2020,23.71,29.62,0.73,1.34,1.03,7.68,0.23,1.46,5.35,0.53,,0.28,11861.96,30
8750,Edinburg,23-10-2018,252.52,247.11,3.55,52.42,33.22,,0.67,36.16,18.12,7.76,2.93,1.26,4112.96,272
8751,Modesto,02-03-2019,94.11,236.64,23.82,14.76,37.32,45.64,1.37,9.63,13.28,27.52,0.62,2.9,11769.96,258
8752,Camden,29-04-2019,49.72,149.79,9.86,24.8,24.57,,0.91,30.5,9.03,3.48,,0,14481.96,295
8753,Camden,21-12-2019,227.13,,,,,,0.26,24.83,4.9,,,,11370.96,351
8754,Coyhaique,04-08-2019,31.5,63.07,0.88,1.51,1.3,3.68,0.55,17.9,1.74,,,,5079.96,53
8755,Carlsbad,24-03-2019,51.89,51.16,4.46,10.68,9,,0.4,36.54,2.88,0.37,,1.4,474.96,69
8756,Edinburg,08-11-2016,46.47,,13.25,16.81,32.02,,1.22,18.84,3.17,0.88,0.39,0.19,1185.96,137
8757,Shreveport,26-02-2020,23.52,72.74,3.62,14.25,9.79,,0.54,64.13,21.25,69.38,2.86,6.66,13161.96,191
8758,Chico,17-07-2016,39.88,,6.19,36.32,16.7,31.62,0.95,23.19,8.96,1.33,,0.12,7857.96,77
8759,Las_cruces,06-02-2020,24.48,75.27,3.39,18.1,12.23,11.9,0.76,43.82,14.87,,,,6714.96,68
8760,Shreveport,22-03-2016,48.37,,16.22,6.98,25.74,,22.22,47.49,61.68,32.36,7,2.75,18072.96,119
8761,Shreveport,16-04-2018,69.07,,24.02,69.92,44.07,,39.4,22.01,12.45,46.56,1.13,2.85,2221.96,498
8762,Sandiago,11-12-2017,70.44,,8.79,24.85,18.87,191.91,0.99,33.05,11.39,29.43,,4.34,2684.96,134
8763,Fresno,20-08-2018,,96.41,7.79,10.5,,10.59,0.31,21.32,42.51,,,,15703.96,112
8764,Angol,23-12-2018,55.12,159.43,35.14,39.65,43.13,40.95,2.09,35.29,10.66,5.71,,3.08,16031.96,155
8765,NewYork,30-06-2017,40.19,86.65,26.79,22.99,,31.78,1.65,23.49,7.51,11.75,23.41,1.14,18116.96,89
8766,Logan,09-03-2018,48.62,85.64,13.16,46.57,39.45,9.42,1.4,31.92,25.13,14.95,4.03,8.21,1381.96,141
8767,Angol,03-10-2020,49.38,90.29,12.24,43.53,39.37,24.27,0.81,31.95,11.28,2.89,,0.6,1990.96,108
8768,Coyhaique,12-11-2018,26.55,35.09,2.43,11.44,7.27,2.32,0.9,20.36,4.95,,,,19007.96,61
8769,Coyhaique,10-04-2018,,,,,0,26.77,0,12.86,,,,,14477.96,112
8770,Modesto,20-12-2019,243.96,391.81,87.54,65.7,145.8,85.12,1.74,42.21,26.63,62.82,1.78,8.13,3027.96,493
8771,Modesto,15-05-2018,103.54,168.05,39.95,39.54,68.28,53.82,0.85,54.21,13.14,2.94,,0.86,14348.96,280
8772,Bakersfield,28-02-2018,,,,,30.46,,1.45,,,0,0,0,14154.96,112
8773,Chico,07-07-2015,28.14,,2.01,11.76,4.22,,1.86,9.39,17.49,2.22,,1.81,17950.96,104
8774,Edinburg,24-10-2016,125.44,,17.15,40.32,57.78,,1,20.57,4.06,0.72,0.56,0.17,12425.96,323
8775,Chico,29-08-2017,27.2,,10.89,32.58,,,0.96,59.37,4.67,0.8,,0.88,8015.96,55
8776,LosAngeles,27-01-2017,39.01,100.52,8.64,47.55,15.01,10.35,0.24,63.15,21.9,16.04,3.66,0.13,6547.96,103
8777,Angol,16-12-2017,70.3,133.8,10.45,12.86,15.64,14.5,0.83,34.68,9.61,1.99,,1.09,3449.96,160
8778,Sandiago,12-07-2017,33.44,,9.49,12.16,18.68,100.78,0.9,22.07,7.77,0.24,,0.06,4811.96,79
8779,LosAngeles,13-01-2020,50.31,115.08,11.87,33.37,22.92,29.23,0.49,38.89,8.71,6.49,1.64,2.06,6794.96,122
8780,LosAngeles,24-01-2018,60.98,113.69,3.59,34.05,17.82,43.83,0.5,33.99,7.93,9.7,2.73,1.63,11932.96,120
8781,Modesto,16-04-2019,98.48,248.52,13.49,34.44,34.55,67.64,1.3,40.9,8.82,12.52,0.9,1.41,15435.96,269
8782,Logan,28-02-2020,52,115.07,4.31,36.17,25.94,29.99,0.6,44.56,5.12,12.59,3.48,3.28,14199.96,115
8783,Mexico,22-10-2019,16.98,67.49,1,4.03,3.89,10.31,0.35,15.92,19.08,0.46,0.16,0.09,15820.96,49
8784,Carlsbad,16-01-2019,,60.69,6,15.2,8.28,62.55,1.21,32.08,7.02,2.37,,0.33,11624.96,93
8785,Coyhaique,07-06-2018,26.92,40.54,3.57,7.1,6.33,1.78,1.14,23.01,5.18,,,,10185.96,51
8786,Mexico,04-04-2019,16.33,53.73,3.05,12.01,8.27,3.66,0.31,46.97,10.61,2.78,0.28,0.06,1056.96,62
8787,Coyhaique,22-01-2020,38.1,83.11,10.57,13.79,17.68,19.47,0.77,8.29,9.07,,,,18456.96,87
8788,Chico,02-10-2017,68.93,,14.06,28.43,6.24,,1.2,81.04,3.16,2.89,,1.38,1174.96,138
8789,Nevada,10-08-2019,21.24,34.85,1.01,4.6,3.61,1.2,0.44,29.2,17.29,,,0,19412.96,49
8790,Carlsbad,16-01-2019,52.63,115.24,14.23,27.79,28.1,17.72,1.06,79.92,5.71,1.29,,0.87,19200.96,123
8791,Edinburg,17-01-2017,213.29,,15.28,18.06,22.82,,1.21,10.36,3.12,0.96,0.4,0.27,11823.96,358
8792,Coyhaique,20-11-2019,53.3,84.51,5.98,18.97,17.21,11.38,1.21,6.7,4.98,,,,4397.96,97
8793,LosAngeles,01-08-2020,54.39,116.65,3.4,42.51,25.59,18.36,0.72,39.04,9.99,6.59,3.55,0.97,17248.96,107
8794,Visalia,10-09-2018,88.16,211.31,82.92,69.56,108.45,32.39,2.01,30.56,11.75,52.23,9.36,38.13,6123.96,237
8795,LosAngeles,25-10-2017,49.18,118.84,8.23,22.05,21.43,45.31,0.59,51.97,16.27,20.5,2.75,2.4,4071.96,105
8796,Chico,11-05-2018,148.84,,28.4,50.13,42.49,35.72,0.73,50.91,8.91,0.69,,0.77,6543.96,348
8797,Medellin,29-08-2018,,46.22,,,,12.78,,,,,,,2025.96,78
8798,Coyhaique,09-05-2019,17.48,28.44,6.28,16.77,19.7,15.24,0.99,32.55,8.69,,,,11864.96,106
8799,Angol,08-11-2017,34.12,46.92,3.58,30.37,,2.4,0.82,32.71,2.28,0.54,,0.1,9207.96,58
8800,LosAngeles,16-10-2016,22.3,36.84,17.56,33.33,16.67,14.57,0.59,43.48,87.25,3.61,1.4,0.08,12165.96,65
8801,LosAngeles,14-12-2019,59.5,123.26,7.07,22.86,8.8,30.1,0.1,40.54,7.74,0.4,0.23,0.09,13043.96,151
8802,Coyhaique,26-03-2017,54.74,146.19,8.51,24.54,29.8,10.38,1.6,19.59,11.97,,,,3461.96,126
8803,LosAngeles,27-06-2018,7.24,17.87,1.67,6.57,4.87,13.17,0.31,13.14,6.49,5.56,0.95,0.38,6513.96,36
8804,Carlsbad,14-12-2019,33.98,70.91,16.08,36.48,41.17,13.25,1.2,20.27,3.65,3.1,,1.07,18727.96,81
8805,Chico,23-08-2017,48.3,,10.19,12.2,3.54,,1.35,43.35,5.38,0.99,,1.26,10909.96,82
8806,Bakersfield,01-11-2020,39.93,98.55,11.24,35.04,37.85,,0.96,52.06,12.19,,,1.73,3570.96,99
8807,LosAngeles,26-03-2019,39.05,140.91,11.02,7.8,5.33,5.72,0.99,24.2,5.07,9.79,0.65,1.67,4449.96,108
8808,Bakersfield,10-04-2018,57.78,54.21,36.05,31.08,47.23,,1.43,29.68,19.8,,,0.21,8012.96,110
8809,Sanfransisco,06-11-2020,27.04,61.2,0.81,5.34,1.09,5.9,0.18,7.76,8.6,1.05,,0.27,16396.96,112
8810,Medellin,11-01-2019,252.27,344.67,46.05,33.53,88.59,71.09,2.03,18.42,21.19,,,,9488.96,389
8811,Modesto,07-10-2019,56.42,178.57,29.74,46.12,49.98,24.32,1.86,24.73,11.71,2.59,0,1.95,19277.96,126
8812,Edinburg,24-02-2016,46.31,,4.6,22.44,13.6,,1.57,20.64,25.4,24.61,16.68,5.53,13198.96,112
8813,Shreveport,02-04-2016,95.96,,30.07,54.6,53.56,,16.76,28.18,46.27,81.26,28.82,24.03,5711.96,347
8814,Padrelascasas,13-04-2019,74.55,236.84,8.07,23.45,30.16,6.74,2.95,26.93,16.55,,,0,19587.96,186
8815,Camden,13-04-2017,96.44,,3.39,8.9,8.51,,0.36,44.51,2.19,,,,18704.96,265
8816,Modesto,08-08-2016,72.08,163.56,13.36,41.38,21.6,14.14,0.32,45.79,12.78,7.87,0.16,2.65,7174.96,164
8817,Carlsbad,25-02-2018,64.51,,17.98,24.58,6.28,112.37,1.46,36.1,3.69,0.2,,0.14,8487.96,241
8818,Mexico,04-10-2020,26.03,71.04,3.05,13.16,8.9,13.51,0.64,56.2,12.99,1.42,0.2,0.08,9849.96,79
8819,LosAngeles,06-08-2019,98.86,227.8,7.86,7.72,12.67,6.04,0.77,23.71,11.28,1.51,0.05,0.19,15351.96,117
8820,Chico,22-06-2020,43.27,,1.11,12.34,6.14,13.85,0.57,14.37,8.59,2.3,,0.5,19285.96,60
8821,Visalia,18-10-2018,47.24,64.62,9.22,22.29,29.78,10.69,0.88,47.55,5.93,12.32,3.54,13.08,19508.96,80
8822,Padrelascasas,04-01-2019,39.22,136.02,26.76,3.35,53.98,,2.53,13.58,10.89,,,7.05,3736.96,320
8823,Mexico,31-03-2020,,,,,,,,,,,,,18105.96,112
8824,Redding,08-02-2019,28.04,56.34,2,9.94,8.55,33.56,0.36,42.97,12.57,0.19,1.11,2.76,17205.96,64
8825,Bakersfield,02-01-2018,,,,,216.75,,2.89,,,0,0,0,11309.96,112
8826,Chico,11-04-2018,161.96,,30.77,58.82,50.18,43.97,1.36,43,8.76,4.31,,2.05,17636.96,304
8827,Bakersfield,18-01-2020,99.73,173.57,15.9,55.65,52.62,13,0.87,16.49,7.67,,,3.98,16053.96,205
8828,Mexico,15-10-2019,22.59,74.26,3.63,14.23,7.16,6.42,0.59,37.8,10.13,3,0.1,0.16,7139.96,59
8829,Logan,10-07-2019,45.91,91.91,25.35,39.59,34.74,30.6,0.95,10.92,10.68,12.94,3.92,4.52,19235.96,97
8830,LosAngeles,29-12-2018,80.73,112.6,9.39,57.38,34.56,17.43,0.54,42.53,25.79,15.31,20.81,4.15,8281.96,144
8831,Bakersfield,03-10-2016,,,,,35.63,,0,,,0,0,0,5064.96,112
8832,Chico,24-10-2015,56.56,,5.48,21.79,4.22,,1.77,59.26,8.27,3.25,,0.17,4888.96,139
8833,Shreveport,23-03-2015,29.62,,0.77,7.47,19.27,,0.4,25.9,10.4,15.53,1.41,6.08,11188.96,668
8834,Nevada,28-08-2018,13.98,21.46,3.81,7.85,6.98,3.29,0.68,22.73,14.46,,,0,19367.96,25
8835,Edinburg,06-06-2018,49.55,,51.02,23.58,68.56,,0.83,14.35,2.3,1.08,1.27,0.32,18764.96,95
8836,Logan,16-04-2018,58.24,115.62,17.64,33.52,34.82,7.63,0.77,29.38,13.42,11.48,4.62,3.74,6652.96,107
8837,Nevada,15-06-2020,27.59,45.14,10.21,10.68,30.19,11.24,0.68,21.12,11.23,,,1.11,18320.96,65
8838,LosAngeles,04-10-2019,14.11,47.42,8.53,22.14,11.68,,0.16,27.29,1.47,0.19,0.09,0.01,16100.96,54
8839,Angol,19-03-2020,10.57,50.59,3.16,13.93,18.68,14.46,0.38,14.79,10.69,0.05,,0.1,3540.96,48
8840,Chico,07-10-2017,23.72,,8.94,18.24,4.22,,1.29,17.24,4.46,3.1,,1.51,2504.96,70
8841,LosAngeles,25-12-2017,70.76,134.23,3.1,14.24,14.13,15.24,0.7,41.34,9.99,15.11,0.97,1.68,1329.96,158
8842,Coyhaique,12-11-2018,43.94,84.16,1.69,10.18,7.56,4.3,0.51,46.49,4.02,,,,7360.96,75
8843,Modesto,29-08-2019,21.46,143.94,8.27,23.57,13.89,12.59,0.58,14,14.56,16.1,0.14,1.62,17023.96,54
8844,Carlsbad,06-08-2020,14.3,43.46,11.76,18.82,21.16,46.51,1.02,28.06,3.36,0.01,,0,12862.96,52
8845,NewYork,25-06-2020,,96.09,11.76,10.27,24.89,6.78,0.68,25.51,4.94,1.23,4.85,3.49,13008.96,121
8846,Fresno,28-04-2019,130.72,182.77,35.14,10.23,,38.68,1.2,33.94,56.04,,,,17120.96,318
8847,Edinburg,17-02-2020,69.55,138.69,26.69,34.05,57.37,27.51,0.93,29.94,7.43,3.09,0.76,2.08,4474.96,163
8848,Mexico,01-03-2020,66.77,76.95,1.41,7.97,8.5,18.83,0.74,27.44,12.15,0.15,,0.02,18765.96,127
8849,Shreveport,17-10-2016,,,,,,,,,,,,,4833.96,112
8850,LosAngeles,07-06-2016,43,,6.28,18.33,23.83,,0.44,43.39,6.39,1.02,0.15,0.69,8921.96,100
8851,Edinburg,20-06-2018,38.47,,14.28,71.41,23.82,,1.23,21.12,26.85,21.77,8.4,2.32,5176.96,77
8852,Logan,02-12-2019,129.04,,2.52,30.11,22.52,7.1,1.04,12.65,5.79,13.72,1.34,3.19,4074.96,197
8853,Camden,28-01-2017,119.91,,3.93,10.1,,,,26.91,18.34,19.5,,1.3,10192.96,302
8854,Edinburg,10-06-2015,65.64,,13.98,23.8,11.33,,1.88,40.16,31.14,5.36,5.27,0.83,5686.96,119
8855,Coyhaique,26-04-2018,63.91,82.93,1.76,12.55,9.47,4.93,1.04,46.53,6.48,,,,11374.96,91
8856,Modesto,09-10-2018,34.72,69.1,18.38,24.6,26.85,29.24,1.09,21.98,9.87,21.17,0.57,1.49,3776.96,98
8857,Carlsbad,08-03-2018,25.83,52.56,10.15,26.93,26.81,2.57,0.85,19.01,6.38,0.85,,0.14,7551.96,49
8858,Angol,08-07-2018,40.85,70.72,5.73,18.33,22.87,20.86,0.78,32.99,10.7,9.61,,0.38,19747.96,116
8859,Sandiago,20-09-2017,42.25,,10.06,9.96,12.9,,0.02,26.75,3.89,0.26,,0.03,18408.96,67
8860,NewYork,20-10-2019,66.66,122.59,31.4,13,29.73,6.68,0.64,31.38,8.41,2.43,2,1.86,2586.96,174
8861,Carlsbad,06-09-2015,37.31,,3.59,6.62,6.36,28.57,3.93,32.78,2.83,1.98,,,4947.96,103
8862,Chico,08-11-2018,21.31,,11.58,18.1,16.66,33.44,1,15.4,4.12,3.09,,2.11,13964.96,93
8863,Shreveport,12-09-2016,68.12,93.09,8.11,52,5.17,11.96,16.77,33.33,53.98,23.37,2.04,1.15,5255.96,125
8864,Carlsbad,27-01-2020,29.33,100.6,19.3,62.62,38.18,,0.87,41.42,5.3,0.71,,0,7966.96,98
8865,Chico,09-03-2016,82.35,,24.46,29.72,31.4,30.58,0.92,33.54,5.03,0.4,,0.05,5692.96,119
8866,Modesto,04-01-2017,110.7,175.16,55.9,75.24,99.1,45.01,2.5,28.83,10.72,28.57,0.95,5.89,4916.96,254
8867,Edinburg,06-04-2015,,,13.87,16.04,32.18,,1.34,4.83,4.56,0.43,0.31,0.16,16116.96,112
8868,Padrelascasas,01-06-2020,49.33,65.4,8.94,15.07,17.82,13.25,2.89,13.2,9.52,,,0,933.96,98
8869,Fresno,25-08-2017,,134.41,7.08,6.61,,30.33,1.55,27.12,9.21,,,,14755.96,124
8870,Modesto,04-09-2016,221.14,234.25,54.58,64.74,103.29,47.09,2.04,64.3,15.83,21.35,,15.11,2738.96,357
8871,Carlsbad,23-06-2018,7.71,39.6,4.12,8.48,5.82,35.99,0.54,15.21,4.25,0,,,10895.96,46
8872,Carlsbad,21-02-2018,16.54,31.41,3.25,13.61,12.5,15.21,0.77,13.52,3.12,0.49,,0.57,12982.96,62
8873,Redding,18-12-2018,45.55,67.66,11.86,10.7,22.16,21.74,0.78,12.49,12.81,0.45,1.17,3.84,18851.96,105
8874,Angol,23-10-2019,42.04,42.59,11.84,28.99,28.94,6.81,0.5,13.82,11.61,12.51,,0.66,4541.96,89
8875,Nevada,11-03-2019,183.69,297.84,71.16,32.08,92.96,8.49,0.89,7.87,10.67,,,1.8,17417.96,377
8876,Mexico,03-09-2020,25.08,51.32,3.98,10.67,10.16,11.01,0.61,28.16,11.75,7.89,0.13,0.54,12226.96,54
8877,Carlsbad,05-02-2017,44.9,87.23,7.56,27.74,26.97,33.86,0.59,16.71,7.46,0.06,,0,14835.96,86
8878,Chico,26-08-2015,45.43,,5.3,6.55,5.05,,1.53,20.2,5.64,0.63,,0.07,14073.96,60
8879,Edinburg,27-12-2019,117.42,,20.31,20.99,14.15,,1.34,9.46,35.08,13.62,5.69,2.26,10953.96,353
8880,Sandiago,22-05-2018,69.92,,6,12.11,14.57,48.23,1.06,35.97,7.21,1.86,,0.06,7379.96,182
8881,Mexico,13-02-2018,39.51,62.29,3.59,15.47,11.2,12.63,0.5,33.16,11.11,6.25,0.27,0.31,6108.96,73
8882,Edinburg,20-02-2020,106.91,230.4,112.37,136.71,,6.01,1.68,29.36,3.35,1.28,1.53,0.27,18547.96,245
8883,Modesto,05-06-2020,66.28,131.06,8.13,35.65,24.5,19.54,0.94,38.74,11.13,28.34,1.6,3,11214.96,179
8884,Camden,10-11-2019,48.14,123.59,31.76,19.64,43.24,,1.75,32.96,13.42,6,,2.01,11975.96,118
8885,Padrelascasas,26-05-2020,59.05,141.51,8.11,22.39,26.75,9.26,3.01,32.72,11.42,,,0,4540.96,120
8886,Modesto,11-01-2019,128.7,208.01,32.81,64.9,62.2,32.3,0.41,31.97,10.49,5.17,,3.4,9718.96,315
8887,Angol,17-04-2019,38.08,77.68,12.58,36.56,41.53,26.09,0.95,40.92,10.51,3.81,,0.47,19089.96,106
8888,Chico,15-04-2015,25.34,,1.19,10.24,2.21,,1.58,42.65,8.98,0.28,,0.11,2159.96,204
8889,Visalia,29-07-2019,12.37,31.69,11.6,20.8,31.55,7.9,0.49,17.34,5.59,11.44,0.74,3,15726.96,63
8890,LosAngeles,08-02-2019,40.47,48.96,7.14,24.77,21.38,29.96,0.31,26.62,9.89,8.23,0.52,1.14,17488.96,80
8891,Carlsbad,05-02-2017,3.03,53.82,3.85,7.29,10.14,27.38,0.64,4.84,6.59,2.25,,0.75,11527.96,61
8892,Camden,08-09-2018,66.24,,24.91,34.57,30.17,,0.86,4.16,3.83,,,,14486.96,186
8893,LosAngeles,06-05-2016,83.27,,13,10.41,19.29,,0.91,22.42,8.56,,,,2481.96,145
8894,Carlsbad,27-12-2019,27.2,70.96,5.59,26.02,24.35,11.65,1,36.67,3.58,0.54,,0.97,1045.96,93
8895,Angol,19-11-2018,134.76,170.31,9.93,46.14,29.72,35.47,1.08,38.26,7.51,4.45,,0.73,6470.96,216
8896,Edinburg,14-09-2018,91.72,,12.5,76.07,35.06,,1.21,4.12,53.66,2.96,0.31,0.19,4873.96,315
8897,Fresno,21-10-2016,,130.61,7.51,10.23,,,0.33,27.62,69.42,,,,694.96,113
8898,NewYork,06-02-2020,56.35,101.56,12.04,10.33,27.75,37.12,0.68,27.74,9.09,3,7.11,7.9,12928.96,100
8899,Carlsbad,06-10-2015,48.96,,2.87,20.4,13.22,8.04,17.6,16.95,14.69,21.45,,21.76,14696.96,159
8900,Coyhaique,04-07-2020,10.52,20.54,2.96,7.6,5.5,37.36,2.01,50.11,6.51,,,,10105.96,93
8901,Coyhaique,03-02-2019,34.14,46.39,7.62,20.67,24.77,62.39,0.95,27.38,7.47,,,,8243.96,60
8902,LosAngeles,26-07-2019,24.21,48.43,3.89,12.69,6.72,41.34,0.2,7.93,13.78,0.08,0.01,0,16194.96,74
8903,Modesto,02-06-2019,142.83,227.12,8.46,47.36,28.4,30.72,1.15,43.22,14.44,13.46,0.26,1.81,1696.96,304
8904,Mexico,21-08-2019,13.71,30.91,1.38,7.72,4.4,1.48,0.62,21.42,10.43,0.72,0.12,0.12,12604.96,65
8905,Camden,26-09-2015,78.16,,3.42,5.33,4.9,,0.39,23.12,2.43,,,,3330.96,304
8906,Shreveport,20-10-2018,32.46,,18.86,38.76,38.26,,18.25,33.94,14.76,0,0,0,16724.96,629.3
8907,Medellin,20-04-2019,63.16,97.87,9.58,15.24,16.55,4.23,,18.11,,,,,9172.96,104
8908,Bakersfield,24-07-2018,17.54,36.09,23.55,14.6,35.04,2,0.31,6.51,14.36,,,2.2,3847.96,72
8909,Coyhaique,14-03-2020,29.82,67.59,5.48,9.77,11.67,9.95,0.95,29.91,2.18,,,,1790.96,70
8910,Angol,19-02-2020,45.71,119.5,11.58,33.19,41.83,32.81,0.83,51.63,8.85,10.01,,1.62,18859.96,129
8911,Visalia,08-04-2019,27.88,39,21.87,12.1,41.24,10.93,1.17,9.13,,0.4,,2.22,16756.96,43
8912,California,29-04-2020,27.58,73.44,1.06,42.32,41.55,,0.46,13.51,6.69,0,,0,19484.96,73
8913,LosAngeles,28-06-2015,25.72,,5.52,10.59,14.16,,0.36,13.3,4.28,0.84,0.03,0.1,14330.96,50
8914,Mexico,30-12-2019,15.81,34.13,1,5.95,3.51,4.32,0.85,33.53,17.02,0.08,0.22,0.05,16086.96,39
8915,Angol,05-03-2018,42.36,164.08,6.21,23.79,23.16,16.31,0.68,57.59,8.93,2.71,,0.52,12529.96,162
8916,Fresno,22-01-2018,,252.27,8.29,9.91,,64.09,0,22.78,,,,,2026.96,112
8917,Edinburg,05-10-2016,67.4,,26.07,33.2,17.59,,1.72,35.12,55.19,4.78,0.16,0.69,1742.96,168
8918,Angol,08-09-2017,,,,,,,,,,,,,9374.96,112
8919,Visalia,26-03-2019,74.43,168.03,6.97,74.11,39.78,,0.89,21.9,18.55,31.57,2.84,16.01,9230.96,195
8920,Coyhaique,23-07-2019,38.9,96.66,5.74,17.89,13.79,1.17,1.38,27.66,5.44,,,,12278.96,65
8921,Mexico,19-12-2019,16.44,44.88,1.75,19.2,10.89,4.45,0.53,29.22,12.78,2.91,0.13,0.36,9525.96,54
8922,Sandiago,23-02-2017,57.91,130.46,5.39,7.95,11.76,10.53,0.69,39.88,7.89,4.28,,0,880.96,118
8923,NewYork,19-11-2017,,,4.84,8.84,14.18,0.27,0,41.48,,4.87,2.54,4.06,13036.96,112
8924,Padrelascasas,05-09-2020,15.52,81.15,,,0,,0.3,57.93,4.65,,,0.14,5324.96,109
8925,Fresno,05-05-2017,,105.42,7.44,6.94,,17.93,1.97,57.7,16.53,,,,9418.96,118
8926,Padrelascasas,01-09-2020,109.15,193.14,17.45,24.67,27.49,37.92,1.32,25.42,3.18,,,0,2931.96,233
8927,Medellin,05-10-2020,39.47,50.29,,,0,22.5,3.72,,8.38,0,,0,4849.96,107
8928,Chico,03-02-2017,178.05,,51.77,78.65,84.58,42.59,2.22,31.62,10.66,33.42,3.06,12.59,16996.96,382
8929,NewYork,11-08-2015,69.58,112.17,11.88,10.12,,10.44,0,27.44,18,1.71,0.14,1.59,10050.96,188
8930,Fresno,24-03-2019,,112.37,10.76,10.34,,,0.31,54.39,21.31,,,,4381.96,115
8931,LosAngeles,24-09-2018,5.86,49.14,2.97,11.55,8.54,18.27,0.28,22.56,6.93,1.62,0.36,0.46,8363.96,62
8932,Chico,01-09-2016,287.7,,92.74,47.12,62.12,53.88,1.54,26.55,13.01,26.93,,7.29,11361.96,567
8933,Coyhaique,01-02-2020,44.12,63.36,3.24,10.08,7.84,21.68,0.99,33.64,7.22,,,,9314.96,73
8934,Sanfransisco,21-11-2019,4.23,,1.49,1.03,0.85,6.57,0.18,0.1,7.5,0.13,,0.02,2037.96,112
8935,Fresno,05-08-2019,,55.53,6.41,7.18,,25.7,0.35,9.92,40.17,,,,11394.96,77
8936,Chico,26-06-2019,28.43,,7.08,20.17,16.41,37.52,1.57,14.99,9.94,1.2,,0.31,4871.96,101
8937,Carlsbad,10-12-2017,34.98,129.62,11.93,38.5,36.39,40.93,0.82,28.53,5.29,1.11,,0.28,5700.96,137
8938,Redding,27-04-2018,10.72,25.28,1.46,12.26,11.34,7.4,0.58,20.53,12.08,1.04,1.27,4.95,4689.96,76
8939,Angol,02-04-2019,50.58,96.34,4.49,42.94,31.54,26.04,0.86,55.21,9.57,1.1,,0.57,19027.96,112
8940,Sandiago,08-01-2015,54.91,,10.94,10.29,13.75,55.02,0,31.38,2.84,0.03,,0.38,3509.96,108
8941,Mexico,06-04-2020,14.24,47.13,8.41,14.82,17.09,14.04,0.54,1.1,18.49,4.04,0.14,1.18,54.96,40
8942,Chico,13-02-2019,144.09,,7.97,56.57,23.08,52.3,1.13,39.53,7.88,1.54,,0.21,16134.96,281
