City,Date,WP1,WP2,N1,N2,N3,N4,Carbon,Ozone,Sulpher,OC1,IN1,OC2,IN2,SI
Bengaluru,25/08/2019,17.53,66.42,3.76,12.89,14.95,11.47,0.66,28.56,6.04,1.14,,0.32,10083.96,71
Thiruvananthapuram,13/08/2017,13.35,80.04,1.6,4.88,3.84,3.73,0.64,29.68,3.93,,,,10084.96,59
Visakhapatnam,04/01/2017,96.25,190.97,28.94,54.14,77.91,29.38,1.24,35.84,22.32,15.91,4.59,9.02,10085.96,216
Visakhapatnam,22/02/2020,92.96,204.32,49.14,47.48,63.39,11.59,0.91,47.06,8.64,8.79,6.09,5.98,10086.96,218
Visakhapatnam,15/05/2020,51.71,110.74,17.21,57.15,41.64,8.93,1.01,27.65,25.47,11.29,3.62,5.71,10087.96,145
Chennai,28/02/2020,25.63,37.98,10.09,17.74,23.65,13.68,0.92,9.73,8.79,,,,10088.96,51
Brajrajnagar,05/06/2018,23.77,,0.84,6.82,3.6,5.12,3.49,19.55,2.18,,,0,10089.96,73
Jaipur,06/12/2019,63.58,136.38,29.95,49.44,76.1,26.77,1.49,28.63,5.99,35.21,,4.24,10090.96,127
Bengaluru,05/09/2019,17.65,55.72,5.58,23.48,20.28,7.8,0.97,16.28,4.64,0.5,,0.3,10091.96,67
Lucknow,10/08/2019,46.02,,9.96,8.93,20.05,22.61,1.21,29.33,5.54,0.4,,0.97,10092.96,105
Hyderabad,15/07/2018,31.58,61.65,1.3,18.8,24.82,15.36,0.72,38.21,6.13,22.78,0.69,3.16,10093.96,69
Ahmedabad,30/05/2018,58.65,,57.56,46.2,72.69,,14.16,27.36,88.47,43.15,11.06,22.55,10094.96,80
Hyderabad,29/10/2018,55.39,110.18,8.39,51.73,17.71,24.17,1.37,18.67,26.35,38.39,6.29,5.99,10095.96,110
Thiruvananthapuram,01/03/2018,33.94,77.47,3.12,13.14,10.61,5.07,1.11,52.37,5.86,,,,10096.96,80
Lucknow,13/01/2017,118.44,,7.1,33.53,,,0.9,46.72,10.06,4.02,,1.48,10097.96,371
Talcher,01/05/2018,20.06,10.05,13.42,9.27,25.67,6.75,3.18,19.87,22.57,,,0,10098.96,118
Lucknow,03/01/2020,88.1,,6.35,35.09,17.02,23.26,1.04,20.89,5.51,0.34,,0.21,10099.96,193
Amaravati,06/03/2020,62.3,113.54,2.52,11.84,6.64,17.25,0.41,51.37,21.57,2.05,0.2,0.09,10100.96,103
Bengaluru,10/02/2017,22.6,55.85,10.73,23,14.52,23.21,0.92,16.34,3.7,1.19,,0.59,10101.96,69
Lucknow,12/10/2017,228.67,,46.51,76.9,53.26,30.34,1.81,24.71,10.24,4.4,,1.46,10102.96,381
Amritsar,14/12/2018,57.75,123.9,39.69,26.61,82.66,10.5,,24.26,7.12,1.15,10.46,1.63,10103.96,198
Amritsar,22/03/2020,37.4,72.87,23.9,36.28,,6.87,1.96,36.43,2.55,0.94,1.99,0.02,10104.96,74
Thiruvananthapuram,07/04/2020,10.52,20.54,2.96,7.6,5.5,37.36,2.01,50.11,6.51,,,,10105.96,93
Visakhapatnam,19/07/2019,52.06,105.93,9.62,36.17,33.71,15.34,1.75,30.49,10.29,12.6,3.76,5.87,10106.96,103
Bengaluru,03/12/2019,57.73,85.61,5.75,25.2,22.45,12.92,0.77,39.89,6.76,1.17,,0.46,10107.96,74
Amritsar,08/03/2020,103.73,481.27,31.87,46.82,74.23,51.39,1.78,28.4,22.12,10.13,21.92,4.63,10108.96,225
Coimbatore,14/03/2019,75.45,123.33,17.53,13.23,33.5,9.48,1.45,5.9,8.19,0.13,,0.03,10109.96,1043
Amaravati,25/06/2017,18.83,54.03,1.57,8.16,4.3,5.04,0.8,30.68,13.92,0.94,0.16,0.06,10110.96,57
Amaravati,12/06/2020,24.88,52.4,3.18,13.69,12,14.03,0.68,32.85,11.91,2.72,0.23,0.29,10111.96,71
Amaravati,15/12/2019,27.31,81.12,3.1,19.83,17.7,46.72,0.78,12.51,17.61,2.83,0.15,0.15,10112.96,89
Lucknow,07/09/2019,26.69,,6.39,14.8,17.33,30.64,0.96,15.95,6.09,4.41,,0.37,10113.96,80
Hyderabad,10/09/2019,21.9,41.39,12.47,32.44,26.08,38.34,0.65,38.45,4.05,5.43,0.62,1.02,10114.96,66
Amritsar,17/07/2019,15.1,57.49,19,7.97,22.88,9.14,0.57,28.25,7.54,1.12,2,4.48,10115.96,76
Amaravati,06/03/2020,30.58,53.83,3.74,16.86,17.79,8.64,0.3,33.16,7.19,1.25,0.15,0.12,10116.96,82
Amaravati,14/02/2020,30.28,73.51,1.47,12.15,6.11,25.53,0.48,34.49,11.26,1.72,0.24,0.02,10117.96,83
Hyderabad,14/03/2018,19.11,67.68,3.17,29.54,16.75,12.04,0.66,19.12,4.3,5.17,0.22,0.45,10118.96,57
Hyderabad,12/02/2020,27.68,92.42,5.51,33.76,22.65,13.86,0.65,20.72,7.49,3.48,1.4,2.86,10119.96,86
Thiruvananthapuram,12/10/2018,25.37,50.05,2.44,4.7,4.34,2.95,0.95,25.21,6.76,,,,10120.96,56
Hyderabad,27/01/2020,29.95,90.15,5.74,33.82,24.42,11.55,0.58,54.98,7.1,25.91,2.56,3.84,10121.96,83
Hyderabad,02/11/2018,67.76,82.21,9.03,17.79,12.91,19.91,0.53,44.54,15.14,0.72,0.05,0.19,10122.96,80
Thiruvananthapuram,21/09/2019,24.81,64.97,0.87,3.39,3.28,1.74,0.74,23.59,1.78,,,,10123.96,59
Visakhapatnam,01/06/2017,23.19,40.89,3.86,7.6,6.24,24.55,0.43,13.09,9.31,8.29,4.66,4.62,10124.96,59
Talcher,09/10/2019,,,,,,,,,,,,,10125.96,
Ahmedabad,03/09/2016,,,,,,,,,,,,,10126.96,
Visakhapatnam,06/04/2019,20.52,70.74,12.19,28.16,33.43,6.47,0.89,8,5.68,7.15,2.06,4.37,10127.96,83
Ernakulam,18/04/2020,,,,,,,,,,,,,10128.96,
Lucknow,12/01/2015,,,4.56,37.39,4.94,,8.8,42.6,,0.03,,0,10129.96,
Coimbatore,24/12/2017,,,8.49,11.78,19.87,14.4,1.01,,10.58,0,,0,10130.96,
Gurugram,09/06/2017,114.56,,6.91,10.49,,,1.94,33.13,11.6,6.01,,2,10131.96,236
Brajrajnagar,10/02/2018,,,,,,,,,,,,,10132.96,
Patna,18/05/2018,118.98,,10.77,39.24,22.6,,1.41,51,70.85,2.52,1.11,0.12,10133.96,203
Kolkata,08/03/2019,,,5.51,24.94,43.44,9.02,0.53,,10.39,6.86,2.11,14.84,10134.96,
Jorapokhar,14/05/2017,,80.49,5.37,6.92,,,0.37,7.21,22.76,,,,10135.96,117
Gurugram,15/06/2016,38.14,,3.59,3.06,4.73,,0.15,16.45,2.63,,,,10136.96,118
Hyderabad,11/09/2015,58.76,,2.4,9.65,12.76,,0.55,9.1,2.67,0.25,0.05,0.14,10137.96,216
Bengaluru,26/03/2016,71.14,102.8,19.02,33.93,42.9,197.09,0.93,27.17,3.92,,,,10138.96,105
Gurugram,24/04/2017,341.92,,4.54,11.87,6.79,,0.81,38.97,12.55,,,,10139.96,342
Chennai,16/09/2016,60.89,,2.11,10.78,8.95,,0,7.34,12.76,0.07,,0.12,10140.96,127
Bengaluru,08/05/2015,43.34,,3.47,11.08,10.45,27.71,5.81,30.1,2.9,9.77,,0.15,10141.96,106
Jorapokhar,24/10/2019,,74.24,8.65,9.41,,6.99,0.47,25.62,13.12,,,,10142.96,81
Lucknow,16/08/2015,57.7,,9.9,7.41,4.22,,1.85,13.02,9.83,0.51,,0.83,10143.96,142
Lucknow,24/05/2015,59.74,,6.79,19.97,7.1,,0.06,31.91,3.95,0,,0.1,10144.96,131
Bengaluru,12/09/2017,66.51,,11.89,41.37,29.8,34.88,0.95,26.44,6.01,1.14,,0.2,10145.96,176
Chennai,01/05/2017,54.9,,2.67,11.23,4.84,,0.58,13.88,6.25,0.2,,0.56,10146.96,88
Visakhapatnam,01/10/2018,24.17,46.36,5.94,24.24,21.35,7.55,0.6,52.93,11.21,12.89,5.75,5.29,10147.96,
Delhi,28/04/2018,94.74,175.98,47.68,40.51,56.21,51.47,0.81,23.4,14.44,5.19,,4.52,10148.96,236
Mumbai,06/09/2018,9.09,26.58,18.42,11.5,27.1,12.25,0.42,14.27,7.97,,,1.04,10149.96,61
Amaravati,14/04/2019,45.6,103.3,2.8,5.49,5.58,3.64,0.62,20.49,16,0.04,0.1,0.01,10150.96,140
Jaipur,17/12/2019,85.27,167.31,17.09,30.71,36.47,24.87,1.56,38.35,14.84,7.66,,1.42,10151.96,183
Brajrajnagar,05/05/2019,33.5,71.94,9.36,17.57,10.84,,2.07,11.23,5.42,,,0,10152.96,81
Lucknow,06/06/2019,66.19,,33.2,69.45,47.4,10.89,2.2,33.45,7.13,4.68,,3.72,10153.96,181
Lucknow,12/09/2015,54.29,,3.04,12.26,2.14,,1.32,14.91,9.6,1.65,,1.31,10154.96,173
Lucknow,26/10/2016,77.36,,25.78,39.11,,,4.14,50.37,8.25,0.97,,0.29,10155.96,262
Bengaluru,08/02/2017,94.37,102.73,12.3,44.07,40.34,19.94,0.8,59.39,5.13,2.43,,1.55,10156.96,137
Ahmedabad,16/09/2016,29.56,,4.04,9.26,15.94,,7.04,26.16,10.02,5.6,4.08,19.23,10157.96,205
Lucknow,25/06/2016,67.87,,10.12,29.57,7.24,,1.39,5.68,4.87,2.92,,59.18,10158.96,147
Kochi,05/08/2019,6.39,12.31,56.34,8.21,59.22,14.07,1.23,11.19,20.29,0,,,10159.96,91
Jaipur,23/09/2018,52.94,93.23,15.98,19.48,31.05,23.68,0.68,16.78,9.57,7.41,,0.62,10160.96,106
Bengaluru,31/01/2019,53.48,94.24,14.03,36.91,37.52,29.6,1.05,24.56,6.47,2.6,,1.21,10161.96,134
Lucknow,26/12/2018,91.56,,15.51,61.22,32.54,67.42,1.24,32.09,12.51,2.47,,0.49,10162.96,232
Coimbatore,26/03/2020,22.51,36.38,0.63,59.95,43.83,3.45,0.26,,6.67,0,,0,10163.96,67
Amritsar,20/06/2018,41.46,114.72,12.22,10.5,22.03,5.96,0.1,20.87,25.13,1.16,7.2,1.33,10164.96,126
Coimbatore,18/08/2019,17.14,19.24,10.4,21.94,33.74,28.28,1.38,43.35,7.09,0.1,,0.01,10165.96,55
Chandigarh,04/02/2019,106.36,123.59,42.98,21.64,53.78,57.16,0.74,22.68,10.7,2.78,0.59,3.23,10166.96,230
Delhi,02/09/2019,49.28,132.24,9.54,19.97,19.54,17.21,1.02,18.65,9.01,12.41,0.64,1.82,10167.96,119
Bengaluru,29/05/2019,22.48,75.19,4.94,25.47,22.22,1.44,0.63,29.38,1.96,0,,0,10168.96,70
Visakhapatnam,10/01/2018,75.82,140.24,4.4,21.25,16.69,6.09,0.75,47.28,1.62,7.62,2.25,3.52,10169.96,124
Bengaluru,25/10/2019,31.41,46.56,2.95,15.4,11.87,6.71,0.7,40.25,7.11,5.14,,1.83,10170.96,57
Thiruvananthapuram,12/04/2020,44.78,55.19,2.67,8.55,8.99,12.4,1.54,30.3,3.1,,,,10171.96,78
Visakhapatnam,07/12/2017,94.12,139.41,32.1,52.72,50.12,14.18,1.08,59.22,25.36,3.04,4,2.41,10172.96,196
Chennai,07/07/2019,14.31,60.57,5.74,7.88,15.06,12.55,0.77,31.48,7.12,0,,0.88,10173.96,63
Amritsar,05/01/2020,65.49,106.84,13.54,8.2,26.16,8.7,0.78,18.41,3.94,9.24,11.56,7.92,10174.96,108
Hyderabad,10/03/2020,33.73,43.22,3.85,11.62,6.23,13.54,0.15,39.64,5.6,6.27,0.37,,10175.96,51
Chennai,14/12/2019,34.63,85.26,8.21,19.37,17.76,8.5,0.88,26.65,11.88,3.24,,0.03,10176.96,93
Visakhapatnam,09/10/2019,40.62,45.98,3.07,24.97,13.29,3.67,0.76,21.15,6.49,8,2.06,3.29,10177.96,110
Amaravati,22/03/2019,38.74,92.8,4.44,13.91,11.44,7.09,0.7,41.45,15.22,2.47,0.23,0.23,10178.96,83
Bengaluru,24/08/2018,26.13,80.58,3.35,17.31,10.47,24.71,0.41,12.17,3.82,0.45,,0.84,10179.96,57
Amaravati,24/03/2019,32.58,96.38,2.45,10.75,11.34,19.2,0.64,51.37,11.43,5.01,0.15,0.63,10180.96,81
Kolkata,17/07/2018,23.53,70.24,3.43,7.81,16.09,16.86,0.48,31.08,3.61,48.66,2.92,101.05,10181.96,79
Talcher,08/10/2018,,,,,,,,,,,,,10182.96,
Mumbai,09/04/2018,,,,,30.58,,1.36,,,0,0,0,10183.96,
Gurugram,25/11/2019,39.61,88.96,7.34,17.12,10.86,3.61,0.55,21.33,12.94,3.87,2.15,3.3,10184.96,87
Thiruvananthapuram,06/07/2018,26.92,40.54,3.57,7.1,6.33,1.78,1.14,23.01,5.18,,,,10185.96,51
Hyderabad,14/12/2016,47.37,87.06,3.11,41.74,32.42,34.61,0.67,31.28,6.91,14.25,1.14,1.14,10186.96,94
Ahmedabad,14/12/2019,101.57,292.24,64.78,116.62,92.87,,4.14,19.87,77.37,23.01,4.71,5.12,10187.96,470
Mumbai,04/04/2015,,,,,40.47,,0,,,0,0,0,10188.96,
Visakhapatnam,18/10/2017,,,,,0,0.13,0,,,0,0,0,10189.96,
Brajrajnagar,03/10/2018,322.74,,21.42,17.33,34.95,11.02,3.41,27.69,13,,,0,10190.96,
Gurugram,07/01/2016,92.44,,20.82,26.68,29.37,,1.68,59.35,4.4,,,,10191.96,274
Gurugram,28/01/2017,119.91,,3.93,10.1,,,,26.91,18.34,19.5,,1.3,10192.96,302
Hyderabad,05/01/2015,,,6.12,7.5,12.85,11.57,0.17,45.08,6.71,4.69,0.25,0.5,10193.96,
Gurugram,16/08/2017,41.49,,1.68,19.58,,,0.25,25.75,,,,,10194.96,60
Chennai,17/07/2016,13.47,,10.94,13.39,13.41,36.04,0.02,12.6,3.06,0.29,,0.06,10195.96,38
Mumbai,20/09/2019,10.08,24.7,15.71,12.65,26.83,20.87,0.27,15.04,10.74,,,1.7,10196.96,38
Jorapokhar,28/06/2017,,99.36,12.73,8.46,,31.91,0.32,11.33,28.75,,,,10197.96,125
Talcher,06/03/2018,17.29,33.57,27.24,,31.18,12.18,0.99,,15.28,,,0,10198.96,76
Chennai,30/08/2018,59.75,,4.45,6.76,10.17,16.68,0.71,37.83,4.05,0,,0.27,10199.96,126
Visakhapatnam,01/10/2017,,,,,0,,0,,,0,0,0,10200.96,
Mumbai,08/10/2018,,,0.38,1.44,3.1,14.17,0.32,25.22,11.01,,,2.32,10201.96,
Jorapokhar,09/04/2020,,85.18,11.86,13.28,,27.56,0.42,110.09,24.69,,,,10202.96,
Patna,01/05/2016,85.27,,8.9,14.11,19.81,,1.11,61.52,7.73,0.75,0.5,0.26,10203.96,219
Gurugram,16/05/2019,10.73,55.99,17.04,17.26,28.91,,0.42,32.83,14.68,6.01,,2,10204.96,146
Gurugram,07/11/2018,143.55,230.74,111.4,59.51,111.84,,0.91,53.52,17.73,6.01,,2,10205.96,239
Lucknow,19/02/2019,206.17,,11.66,56.81,38.23,,1.26,33.4,8.14,0.46,,0.08,10206.96,246
Thiruvananthapuram,12/07/2018,20.3,46.54,0.55,6.51,4.9,33.8,2.44,32.46,2.35,,,,10207.96,43
Amaravati,25/01/2019,102.56,158,6.36,10.73,10.41,6.37,0.61,16.93,11.3,2.21,0.13,0.29,10208.96,206
Ahmedabad,20/11/2017,109.32,,17.85,,24.33,,34.34,25.16,55.2,32.31,7.04,4.12,10209.96,
Jorapokhar,02/09/2017,,138.24,7.87,9.24,,,0.07,0.1,30.06,,,,10210.96,133
Mumbai,09/07/2019,16.73,40.95,20.61,10.54,25.29,11.32,0.44,8.1,10.58,,,2.71,10211.96,45
Jaipur,17/11/2019,71.79,144.66,11.16,52.7,45.63,16.16,2,36.06,10.84,6,,1.74,10212.96,158
Chennai,13/05/2015,50.43,,8.15,8.84,15.78,15.29,1.08,40.5,7.87,3.74,,,10213.96,147
Chennai,13/04/2016,61.75,,6.04,22.41,15.78,80.47,1.07,39.52,10.05,1.12,,0.41,10214.96,120
Shillong,30/04/2020,6.71,,0.1,1.91,1.3,12.2,0.48,51.77,5.82,1.02,,0.32,10215.96,63
Lucknow,11/02/2017,240.1,,1.13,5.48,,,3.78,18.25,6.65,3.86,,45.52,10216.96,367
Chennai,04/08/2015,38.65,,5.44,8.28,6.64,29.87,0,40.28,2.79,0.04,,0.08,10217.96,82
Hyderabad,14/02/2016,48.07,135.72,7.5,54.01,28.5,16.39,0.51,57.4,9.29,1.86,0.09,0.32,10218.96,148
Chennai,22/04/2017,83.4,,6.51,13.67,11.99,,0.51,32.4,8.74,0.33,,0.11,10219.96,94
Talcher,24/08/2019,21.86,59.68,20.93,7.78,35.86,7.47,0.93,25.19,24.67,,,0,10220.96,112
Chennai,28/07/2015,64.03,,15.01,15.03,29.41,107.29,0.98,18.04,7.27,0.68,,0.1,10221.96,161
Hyderabad,26/06/2016,31.98,,6.81,13.62,20.72,,0.34,16.97,3.33,2.38,0.03,0.55,10222.96,128
Kolkata,01/12/2019,93.04,225.07,53.31,86.75,145.41,32.06,1.51,22.21,13.55,39.31,,21.07,10223.96,266
Hyderabad,05/07/2016,26.52,,3.8,8.05,4.85,,0.21,10.71,0.82,1.05,0.04,0.23,10224.96,82
Bengaluru,31/07/2015,20.85,,11.01,30.78,20.44,36.41,0.59,17.93,3.93,3.6,,0.81,10225.96,77
Bengaluru,05/08/2019,7.47,16.95,3.25,14.12,15.65,13.19,0.68,15.92,3.88,1.91,,1.55,10226.96,23
Bengaluru,25/01/2019,50.04,153.12,20.82,29.76,35.77,24.78,0.94,51.1,5.83,1.33,,4.15,10227.96,132
Hyderabad,15/02/2020,53.23,80.43,6.8,17.5,12.51,26.9,0,50.75,6.67,0.29,0.02,0,10228.96,87
Bengaluru,27/01/2016,46.88,89.54,10.62,18.42,31.05,20.9,1.03,12.21,5.15,1.94,,0.37,10229.96,116
Delhi,11/12/2018,256.39,425.91,92.4,77.16,57.01,60.4,0.36,37.16,29.18,7.77,,9.56,10230.96,449
Jaipur,14/02/2019,54.39,10.01,7.46,19.73,26.75,33.28,0.64,51.58,7.22,2.17,,0.55,10231.96,140
Gurugram,22/08/2018,36.86,,5.19,23.42,13.27,,0.47,10.08,1.33,,,0.14,10232.96,97
Lucknow,18/02/2020,103.35,,5.93,56.33,35.2,12.71,1.35,45.74,8.66,5.4,,3.07,10233.96,155
Amritsar,11/05/2018,66.04,,8.62,6.82,22.47,,0.69,13.97,5.75,1.32,2,1.73,10234.96,183
Lucknow,26/03/2016,68.8,,10.02,40.5,6.24,,1.37,26.63,4.05,1.48,,1.12,10235.96,114
Patna,12/11/2019,196.78,,14.97,87.12,20.91,,2.91,30.26,43.77,12.35,11.52,2.6,10236.96,322
Thiruvananthapuram,15/03/2020,56.62,19.74,8.66,26.09,19.85,11.02,0.97,29.5,6.67,,,,10237.96,111
Guwahati,11/08/2019,21.46,29.65,9.46,10.79,27.52,4.39,0.43,31.22,13.9,,,36.01,10238.96,67
Jaipur,01/04/2019,38.87,88,5.23,23.57,23.16,18.91,0.76,32.05,12.48,14.73,,0.21,10239.96,94
Bengaluru,07/04/2017,34.3,65.94,7.94,22.89,19.16,21.42,0.74,30.37,5.58,1.68,,0.46,10240.96,85
Visakhapatnam,14/03/2017,40.89,111.4,9.71,24.08,19.54,8.55,0.46,18.14,3.59,5.93,1.77,3.64,10241.96,121
Ahmedabad,24/11/2018,138.02,,7.45,20.15,23.23,,3.03,62.79,62.3,16.04,7.16,2.75,10242.96,477
Bengaluru,15/07/2019,28.41,112.64,6.74,37.47,32.29,9.97,0.94,30.95,6.51,0.69,,0.23,10243.96,68
Chandigarh,18/01/2018,8.14,136.54,2.17,10.57,8.36,24.9,0.3,34.87,7.27,0.11,1,4.44,10244.96,126
Coimbatore,03/11/2016,25.93,37.11,5.49,12.39,16.49,11.53,1.1,31.51,10.85,0.64,,0.15,10245.96,66
Amritsar,13/01/2020,61.42,123.98,9.69,32.87,44.53,16.41,1.27,36.18,4.01,11.28,6.62,6.68,10246.96,113
Shillong,16/07/2019,16.32,26.05,1.47,3.53,1.22,2.32,0.38,29.87,7.83,0.59,,0.59,10247.96,35
Mumbai,03/02/2019,19.93,46.16,29.84,17.51,42.12,5.36,3.55,17.54,16.45,,,3.73,10248.96,116
Bhopal,09/11/2018,82.19,127.56,27.54,61.36,29.26,20.29,2.7,14.94,10.47,,,,10249.96,166
Hyderabad,06/07/2016,55.61,,10.64,7.87,25.65,,0.61,55.35,1.17,3.2,0.02,0.7,10250.96,100
Bengaluru,29/11/2018,41.06,100.22,5.09,31.19,36.32,8.54,1.04,30.52,4.42,3.03,,0.89,10251.96,113
Thiruvananthapuram,21/05/2020,69.88,97.98,2.24,5.98,4.31,12.56,1.34,19.14,2.27,,,,10252.96,123
Kolkata,16/10/2018,,62.51,1.89,30.35,45.36,21.41,0.36,4.39,5.44,10.32,3.36,9.12,10253.96,98
Hyderabad,06/01/2020,35.26,68.41,3.57,37.61,22.97,15.33,0.62,39.8,6.85,6.49,0.96,1.29,10254.96,86
Visakhapatnam,01/01/2019,74.55,163.68,29.85,33.25,72.27,26.51,1.06,23.46,17.79,8.22,3.32,4.72,10255.96,149
Delhi,21/11/2017,148.89,282.52,10.36,47.25,96.26,49.13,1.4,61.41,20.11,36.57,0.32,5.58,10256.96,375
Chennai,07/03/2020,34.62,,10.07,23.4,24.13,27.16,0.91,40.24,5.92,0.26,,0,10257.96,73
Lucknow,15/09/2018,21.73,,8.62,31.07,32.5,34.54,0.77,19.39,6.8,0.06,,0.05,10258.96,87
Hyderabad,30/05/2019,50.11,111.8,10.18,36.59,23.94,,0.82,40.29,8.67,31.06,12.93,2.93,10259.96,105
Bengaluru,10/04/2017,30.92,35.75,10.8,25.41,8.75,64.07,0.55,18.65,3.9,1.57,,0.41,10260.96,71
Thiruvananthapuram,18/02/2020,83.54,176,1.9,7.4,6.08,9.41,1.29,20.88,5.97,,,,10261.96,178
Thiruvananthapuram,17/01/2020,21.42,48.25,9.19,25.08,23.05,15.87,0.94,33.35,5.69,,,,10262.96,52
Amritsar,18/07/2019,21.03,49.75,18.42,18.44,36.58,8.04,0.77,1.32,10.65,3.33,2,2.28,10263.96,53
Amritsar,16/05/2017,,100.34,11.48,12.33,20.64,9.35,0.58,20.32,5.89,6.95,4.23,3.17,10264.96,89
Visakhapatnam,07/10/2019,10.35,104.87,17.39,16.32,21.84,27.16,0.5,11.61,17.83,8.28,1.21,2.89,10265.96,91
Ernakulam,10/05/2020,12.59,43.07,7.39,3.19,4.14,16.23,1.48,51.45,2.86,0.03,0,0.01,10266.96,104
Chennai,14/09/2019,29.11,31.93,8.46,17.35,17.69,10.44,0.97,31.69,3.92,0.06,,0.1,10267.96,59
Amaravati,28/11/2019,33.52,63.36,5.67,9.13,11.57,6.7,0.89,14.48,9.09,0.1,,0.15,10268.96,74
Amaravati,31/03/2018,98.43,191.07,2.22,12.59,8.83,10.89,0.69,21.99,6.24,1.56,0.14,0.01,10269.96,244
Guwahati,10/01/2020,123.76,237.77,40.17,32.86,87.58,14.54,1.2,9.11,22.39,,,0.61,10270.96,322
Chandigarh,02/02/2018,49.83,211.17,2.66,14.17,10.88,13.54,0.41,49.04,6.22,0.4,1.01,1.78,10271.96,145
Lucknow,16/10/2017,229.23,,58.77,128.56,81.52,43.91,1.4,34.52,10.69,12.91,,2.81,10272.96,352
Hyderabad,26/01/2020,75.99,114.13,14.13,28.18,7.95,14.53,0.37,19.36,26.62,4.75,0.31,1.22,10273.96,136
Guwahati,11/11/2018,10.35,51.14,6.65,17.23,27.64,7.13,0.53,21.56,28.37,,,0.49,10274.96,80
Gurugram,12/05/2020,18.03,25.97,8.22,3.19,11.41,7.14,0.49,19.09,11.56,0,,0,10275.96,90
Bengaluru,08/04/2016,42.02,70.49,10.66,35.76,16.87,112.24,0.58,39.94,4.68,0.68,,0.27,10276.96,71
Ahmedabad,24/08/2015,44.52,,3.52,9.68,14.16,,9.94,7.95,10.29,5.05,0.17,1.47,10277.96,351
Hyderabad,04/10/2018,67.29,112.4,3.83,46.83,24.79,12.59,1.07,18.81,9.23,8.64,8.56,2.73,10278.96,148
Thiruvananthapuram,10/08/2018,16.97,56.68,1.99,16.67,13.39,13.33,1.03,47.67,4.76,,,,10279.96,71
Visakhapatnam,20/03/2020,16.36,82.61,17.06,46.87,36.51,,0.89,72.82,7.97,5.89,0.57,3.78,10280.96,94
Lucknow,19/11/2019,222.86,,23.76,55.64,51.12,43.42,1.47,31.11,8.74,3.44,,1.19,10281.96,391
Hyderabad,30/03/2020,22.93,77.47,4.26,45.67,23.59,10.1,1.08,31.23,3.54,2.97,0.43,0.66,10282.96,78
Amritsar,20/09/2018,30.65,50.47,12.37,15.66,27.37,21.91,0.85,15.26,14.19,1.1,8.82,1.3,10283.96,60
Amaravati,14/01/2019,43.32,67.24,3.85,22.47,16.98,15.36,0.27,52.82,13.14,3.17,0.14,0.11,10284.96,82
Visakhapatnam,21/03/2020,16.23,73.36,5.93,21.39,16.65,2.92,0.46,22.51,6.28,2.64,0.02,0.76,10285.96,59
Thiruvananthapuram,21/05/2020,13.98,27.13,1.67,13.14,8.11,13.75,1.04,2.62,7.42,,,,10286.96,79
Mumbai,27/01/2016,,,,,28.25,,0,,,0,0,0,10287.96,
Jorapokhar,18/11/2018,109.35,311.14,10.8,6.78,,12.25,0.64,13.22,93.06,,,,10288.96,
Talcher,02/06/2019,26.07,124.02,,,0,,0,,,0,,0,10289.96,90
Thiruvananthapuram,26/03/2019,29.1,90.86,2.14,11.24,6.34,3.44,0.65,27.87,4.46,,,,10290.96,84
Amritsar,16/01/2020,90.96,312.56,30.73,18.59,35.64,3.12,1.04,18.32,4.02,1.16,8.75,4.22,10291.96,334
Hyderabad,30/03/2015,44.1,,6.27,10.45,19.54,,0.79,17.2,8.61,,,,10292.96,127
Chennai,31/10/2018,49.49,,6.67,15.7,15.21,51.45,1.2,25.75,6.37,0,,0.03,10293.96,116
Jorapokhar,05/05/2019,,199.38,7.65,9.27,,,0.08,2.28,30.28,,,,10294.96,264
Bhopal,20/07/2019,30.8,69.14,3.98,15.6,12.77,9.12,0.56,15.75,15,,,,10295.96,101
Gurugram,11/06/2015,33.53,,3.14,9.3,6.54,,0.41,40.08,4.71,,,,10296.96,89
Guwahati,24/11/2019,66.19,184.8,6.21,27.39,45.66,16.78,0.56,37.8,16.19,,,0.4,10297.96,125
Talcher,14/12/2018,62.79,108.67,13.75,16.96,23.25,2.21,1.37,25.97,31.34,,,0,10298.96,112
Patna,28/10/2016,140.8,,6.57,14.96,26.13,,2.93,18.21,9.64,1.78,0.79,0.21,10299.96,315
Guwahati,16/04/2020,26.67,48.42,19.86,11.46,43.38,1.84,0.5,1.31,13.15,,,18.46,10300.96,40
Jaipur,09/08/2017,49.34,116.63,4.64,41.35,,10.79,0.87,39.15,5.39,0.7,,0.35,10301.96,121
Shillong,06/09/2019,13.81,5.92,0.93,2.27,0.67,1.48,0.13,11.42,6.48,0.34,,0.3,10302.96,
Chennai,20/09/2017,35.13,,3.58,14.83,9.02,,0,1.59,4.79,0.06,,0.02,10303.96,77
Lucknow,15/04/2020,83.62,,30.82,62.74,41.4,10.94,1.4,29.94,7.86,0.1,,0.09,10304.96,191
Jaipur,25/04/2020,29.64,56.29,8.98,15.15,28.2,39.98,0.68,46.06,9.62,0.95,,0.58,10305.96,121
Chennai,18/10/2017,52.78,,14.51,19.13,32.44,36.3,0.85,33.5,10.39,2.5,,0.08,10306.96,86
Jaipur,09/06/2019,53.22,168.5,10.03,32.71,32.59,17.41,0.99,61.07,11.33,5.83,,0.71,10307.96,137
