City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Hyderabad,2015-03-28,61.3,,11.34,13.27,26.86,,1.04,6.58,33.07,0.12,0.41,0.02,207.0,Poor
Guwahati,2018-06-24,21.44,53.83,1.57,6.07,4.14,5.62,0.35,15.72,17.09,0.0,,,35.0,Good
Brajrajnagar,2018-10-16,43.36,,10.04,22.97,18.91,98.09,2.34,3.44,36.15,0.0,,,195.0,Moderate
Amritsar,2020-02-08,67.34,109.4,9.6,12.62,13.3,2.55,,1.08,48.8,5.59,1.2,11.03,136.0,Moderate
Lucknow,2019-05-21,83.38,,2.51,18.24,4.22,,1.23,6.89,56.95,26.0,24.01,,296.0,Poor
Bengaluru,2020-01-27,29.33,100.6,19.3,62.62,38.18,,0.87,5.3,41.42,0.0,0.71,,98.0,Satisfactory
Brajrajnagar,2019-01-14,75.41,117.55,10.1,15.67,20.33,24.36,0.84,12.28,70.27,2.43,,,141.0,Moderate
Bhopal,2020-02-09,77.73,153.19,7.66,67.95,44.26,15.32,1.17,15.28,47.06,,,,146.0,Moderate
Brajrajnagar,2019-08-08,51.24,51.12,5.51,10.38,13.4,6.29,2.59,12.48,15.91,0.0,,,108.0,Moderate
Visakhapatnam,2020-02-17,62.0,118.81,2.7,56.51,21.23,16.6,0.93,16.13,36.63,1.9,5.92,0.73,117.0,Moderate
Amritsar,2020-04-14,31.74,50.66,13.35,7.24,20.81,6.74,0.17,12.18,45.02,,,,115.0,Moderate
Delhi,2018-03-07,102.57,303.02,31.37,49.4,58.47,25.02,1.13,11.75,38.09,3.28,25.43,1.94,289.0,Poor
Bhopal,2020-03-18,41.74,79.04,1.35,16.34,15.95,10.21,0.97,6.12,48.1,,,,72.0,Satisfactory
Gurugram,2016-05-08,,,,,,,,,,,,,,
Visakhapatnam,2016-01-04,,,,,0.0,,0.0,,,0.0,0.0,0.0,,
Jaipur,2018-06-11,56.17,119.61,7.48,37.11,32.43,22.46,0.79,9.64,22.43,1.3,5.95,,103.0,Moderate
Amaravati,2019-09-02,25.53,51.43,2.51,15.53,10.59,6.34,0.4,9.19,16.31,0.09,1.21,0.13,48.0,Good
Chennai,2018-08-17,25.59,,8.96,15.37,21.07,23.94,0.97,12.75,8.19,0.0,1.16,,72.0,Satisfactory
Talcher,2020-06-12,15.59,40.35,16.84,4.12,21.66,4.91,1.59,20.46,16.61,0.0,,,93.0,Satisfactory
Mumbai,2019-11-16,67.36,113.89,28.62,28.18,81.7,12.59,1.08,19.32,29.44,3.28,,,120.0,Moderate
Delhi,2018-03-24,110.98,251.2,25.7,38.62,53.12,24.85,0.92,13.26,32.56,1.86,19.77,0.47,274.0,Poor
Bengaluru,2017-07-15,53.82,,13.73,27.34,19.05,,0.77,5.64,11.22,0.65,1.14,,100.0,Satisfactory
Gurugram,2018-12-04,43.89,132.43,6.84,24.22,17.87,,0.72,13.35,37.71,4.98,6.77,3.97,113.0,Moderate
Guwahati,2019-07-14,52.23,84.26,11.0,11.68,30.9,7.28,0.59,11.78,3.78,0.29,,,83.0,Satisfactory
Kolkata,2019-03-19,152.01,471.02,59.15,44.06,84.63,24.59,1.51,13.53,26.43,10.8,52.2,2.52,297.0,Poor
Chandigarh,2017-12-24,43.84,136.7,9.55,28.72,14.68,2.74,1.1,5.62,16.48,2.25,3.2,0.29,129.0,Moderate
Gurugram,2019-04-13,39.05,97.15,10.43,8.33,19.09,,0.9,5.45,36.21,0.12,0.14,0.26,121.0,Moderate
Kolkata,2018-02-17,63.8,128.82,3.73,37.45,30.94,9.02,0.89,20.78,25.66,6.53,10.08,2.8,130.0,Moderate
Jaipur,2018-09-26,72.97,124.64,5.75,26.03,25.81,24.79,0.9,14.13,33.21,1.93,7.83,,95.0,Satisfactory
Mumbai,2019-03-29,14.69,70.68,23.76,4.63,35.38,6.96,0.48,9.66,6.95,5.37,,,75.0,Satisfactory
Visakhapatnam,2018-04-27,49.89,73.5,4.89,19.47,11.03,5.98,0.63,6.81,43.79,2.82,4.48,0.99,103.0,Moderate
Bengaluru,2020-02-08,55.2,191.3,7.59,28.25,26.0,16.59,0.91,5.57,51.68,0.49,1.15,,86.0,Satisfactory
Lucknow,2019-03-28,115.48,,10.75,46.54,24.46,20.31,0.44,8.23,34.03,0.33,0.28,,343.0,Very Poor
Hyderabad,2017-10-11,57.85,156.85,25.17,83.84,5.05,52.83,0.37,55.18,18.55,0.02,0.22,0.01,111.0,Moderate
Amritsar,2019-12-29,149.18,206.21,73.34,40.76,74.86,34.0,0.78,,25.65,6.54,2.21,12.0,371.0,Very Poor
Hyderabad,2019-10-12,75.87,134.46,6.04,128.39,17.26,6.31,0.47,4.91,25.22,1.04,5.82,2.36,111.0,Moderate
Lucknow,2019-10-04,44.03,,23.51,41.79,36.25,39.25,1.54,7.97,31.82,1.59,7.33,,98.0,Satisfactory
Thiruvananthapuram,2018-09-17,28.5,40.12,1.2,4.05,2.15,2.78,0.96,0.91,36.45,,,,51.0,Satisfactory
Bengaluru,2020-04-04,26.33,85.11,16.59,25.54,33.91,15.33,1.04,4.01,23.34,1.07,3.31,,64.0,Satisfactory
Ahmedabad,2018-09-20,87.32,,35.01,51.25,47.75,,32.15,51.12,35.81,2.14,32.05,0.51,668.0,Severe
Visakhapatnam,2020-05-13,18.8,40.46,3.26,19.93,16.25,18.4,0.73,6.96,25.59,1.53,6.04,0.71,56.0,Satisfactory
Hyderabad,2019-12-22,40.43,64.07,17.82,49.22,8.56,15.71,0.11,4.6,15.08,0.19,1.21,0.36,62.0,Satisfactory
Hyderabad,2020-02-08,35.8,80.22,6.17,36.3,23.26,13.95,0.34,4.89,32.41,0.16,3.77,1.04,85.0,Satisfactory
Visakhapatnam,2018-02-10,31.67,84.88,3.49,40.48,16.67,4.7,1.05,13.18,44.3,5.57,15.65,5.13,87.0,Satisfactory
Hyderabad,2018-03-07,24.35,54.38,2.97,16.37,13.17,2.69,0.23,5.88,17.31,1.44,7.44,2.09,58.0,Satisfactory
Kolkata,2017-10-17,,,,,27.97,2.78,0.24,,18.99,1.91,0.01,,,
Patna,2015-09-29,,,21.0,21.81,34.52,,1.83,9.53,8.13,3.36,0.9,6.85,,
Brajrajnagar,2018-01-23,54.82,165.65,,,,129.91,,,41.84,,,,93.0,Satisfactory
Jaipur,2016-09-15,,,,0.02,,,0.92,9.69,22.48,,2.02,,359.0,Very Poor
Lucknow,2016-06-19,28.64,,7.79,41.8,4.41,,5.72,8.8,22.45,,,,130.0,Moderate
Jorapokhar,2017-05-27,67.65,113.66,9.74,10.02,,,0.0,11.59,44.14,,,,118.0,Moderate
Mumbai,2018-10-04,57.78,54.21,36.05,31.08,47.23,,1.43,19.8,29.68,0.21,,,110.0,Moderate
Bhopal,2018-08-18,55.98,132.12,21.55,94.11,48.0,14.44,1.38,29.12,17.35,,,,146.0,Moderate
Bhopal,2019-12-08,60.67,121.8,13.02,43.19,22.2,39.51,0.92,8.13,14.9,,,,162.0,Moderate
Lucknow,2017-08-29,27.2,,10.89,32.58,,,0.96,4.67,59.37,0.88,0.8,,55.0,Satisfactory
Delhi,2019-11-17,103.22,185.8,54.47,58.64,82.79,15.65,1.06,23.08,49.44,3.71,3.64,,215.0,Poor
Guwahati,2019-10-21,152.55,271.39,14.57,9.93,21.66,6.42,0.72,13.99,20.82,0.0,,,300.0,Poor
Lucknow,2015-08-14,53.58,,8.4,13.22,4.3,,5.78,5.84,14.86,0.33,3.15,,148.0,Moderate
Hyderabad,2015-03-26,23.22,,9.46,13.96,16.86,,0.48,3.3,24.7,,,,123.0,Moderate
Chennai,2015-09-18,19.88,,6.03,12.87,18.84,14.8,2.58,10.39,15.11,,,,116.0,Moderate
Patna,2018-05-25,161.65,,27.89,77.55,56.46,,1.8,26.02,30.18,2.9,8.61,5.68,224.0,Poor
Bengaluru,2018-08-16,13.2,33.77,2.94,12.3,4.22,6.74,0.23,3.69,16.22,,,,47.0,Good
Gurugram,2018-09-10,71.6,183.03,6.1,15.39,13.86,,0.64,3.4,22.57,0.0,0.0,,125.0,Moderate
Jorapokhar,2017-07-06,,93.24,8.09,6.15,,,0.08,118.25,6.72,,,,95.0,Satisfactory
Gurugram,2017-06-24,135.38,,5.97,10.12,,,0.41,3.78,42.06,0.03,3.51,,347.0,Very Poor
Delhi,2019-04-23,26.35,,6.18,16.94,14.32,30.08,1.08,15.49,34.72,2.89,4.8,0.6,287.0,Poor
Bengaluru,2017-04-02,31.3,49.22,7.31,12.21,12.89,14.59,2.44,1.6,29.12,,0.23,,88.0,Satisfactory
Bhopal,2017-06-27,,92.6,11.03,11.25,23.38,,1.43,8.67,13.65,,,,95.0,Satisfactory
Talcher,2018-02-03,51.33,112.08,7.4,11.44,13.69,8.21,1.61,17.81,15.69,0.0,,,129.0,Moderate
Chennai,2016-07-11,39.46,,3.72,12.02,12.35,,0.15,4.48,49.23,0.07,0.19,,126.0,Moderate
Bengaluru,2015-10-03,62.76,,4.99,15.59,17.06,,1.15,4.09,22.77,,1.15,,113.0,Moderate
Lucknow,2020-03-23,103.6,,26.33,59.9,47.32,35.07,0.83,8.99,31.58,0.09,0.12,,242.0,Poor
Jaipur,2016-11-26,49.64,110.42,18.31,46.46,51.81,23.32,1.01,12.23,38.56,2.09,18.69,,126.0,Moderate
Delhi,2019-09-11,33.64,116.43,10.69,31.62,33.84,26.45,1.09,9.61,31.26,4.87,18.06,,123.0,Moderate
Amaravati,2019-06-05,12.39,40.99,3.24,6.5,6.56,9.53,0.36,11.3,26.83,0.07,1.47,0.12,37.0,Good
Delhi,2015-04-24,75.42,141.97,15.18,21.17,2.39,21.92,1.09,20.64,61.77,1.26,11.3,0.25,249.0,Poor
Lucknow,2020-04-07,79.08,,7.42,13.64,10.07,,1.02,7.22,57.15,0.64,2.96,,164.0,Moderate
Patna,2016-08-17,63.98,,11.97,31.99,36.39,,1.28,8.48,6.11,0.11,0.52,0.16,89.0,Satisfactory
Bengaluru,2018-12-09,34.28,39.51,26.39,63.23,57.56,,0.96,5.36,57.78,1.27,1.17,,123.0,Moderate
Bengaluru,2019-04-21,42.52,66.82,4.2,33.75,31.13,15.39,0.9,4.73,23.19,1.37,5.81,,75.0,Satisfactory
Bengaluru,2017-08-15,34.86,76.5,6.6,33.06,0.0,27.82,0.75,5.47,16.5,2.67,2.12,,96.0,Satisfactory
Jaipur,2019-10-01,58.77,78.12,5.54,23.47,26.42,27.41,0.6,7.78,37.76,0.68,14.13,,94.0,Satisfactory
Thiruvananthapuram,2020-05-24,18.04,47.62,6.19,9.0,15.69,8.72,1.07,6.18,33.99,,,,45.0,Good
Mumbai,2019-07-13,17.64,72.39,23.31,26.69,43.78,,0.82,9.14,31.49,1.01,,,76.0,Satisfactory
Amritsar,2018-10-14,55.07,91.8,12.8,15.59,20.0,11.53,0.91,12.23,49.06,0.91,3.07,11.0,138.0,Moderate
Delhi,2019-04-20,93.13,142.78,20.27,27.86,40.76,46.41,1.74,7.85,57.89,2.6,24.37,1.66,163.0,Moderate
Bengaluru,2019-04-12,50.03,185.49,4.97,32.11,18.16,16.52,0.95,5.31,48.8,0.63,1.43,,149.0,Moderate
Bhopal,2020-04-10,47.94,101.96,3.54,27.04,19.46,64.57,0.83,11.71,43.42,,,,107.0,Moderate
Brajrajnagar,2018-12-13,76.75,153.38,11.58,16.6,31.35,10.39,0.91,19.33,39.57,1.25,,,136.0,Moderate
Gurugram,2018-06-04,49.85,69.63,14.69,14.71,28.52,,0.37,,21.29,0.69,,,100.0,Satisfactory
Lucknow,2017-01-04,227.22,,7.3,49.21,,,1.82,5.57,12.33,0.96,2.87,,362.0,Very Poor
Lucknow,2017-08-24,2.22,,9.46,18.6,18.95,16.61,0.88,8.06,,0.57,0.62,,218.0,Poor
Bengaluru,2015-07-30,45.63,,5.98,10.37,7.56,8.99,3.42,4.54,9.9,14.33,1.44,,130.0,Moderate
Thiruvananthapuram,2018-09-05,8.03,28.32,1.42,4.2,3.91,8.77,1.03,3.9,29.08,,,,47.0,Good
Bhopal,2017-01-05,58.92,139.52,8.35,35.17,24.39,15.32,1.38,14.51,29.69,,,,166.0,Moderate
Chennai,2018-02-18,31.6,,24.36,27.4,30.17,133.33,1.09,7.86,31.79,0.38,0.76,,62.0,Satisfactory
Talcher,2018-12-09,,,,,,,,,,,,,,
Brajrajnagar,2020-01-19,29.74,113.76,7.55,7.7,11.52,24.62,0.21,12.48,29.23,0.31,,,124.0,Moderate
Amaravati,2019-09-29,51.72,16.86,5.44,37.9,28.0,,1.3,11.86,5.87,0.02,0.11,0.1,372.0,Very Poor
Lucknow,2018-04-25,83.44,,13.01,35.35,21.82,32.11,0.31,7.51,19.57,0.0,0.0,,222.0,Moderate
Brajrajnagar,2018-10-10,56.47,154.69,16.58,7.37,7.47,6.53,1.01,13.57,25.65,0.0,,,124.0,Moderate
Chennai,2019-02-18,13.16,,7.67,17.14,13.98,66.69,1.11,2.85,26.15,2.66,5.27,,84.0,Satisfactory
Thiruvananthapuram,2018-05-24,10.23,22.54,2.86,6.46,4.14,5.98,1.04,6.62,29.41,,,,46.0,Good
Talcher,2018-09-17,22.5,51.77,22.96,4.11,33.73,6.15,1.16,18.75,6.85,2.75,,,81.0,Satisfactory
Jaipur,2019-09-29,25.91,57.46,4.27,26.07,23.61,24.32,0.77,8.63,42.73,0.63,1.39,,71.0,Satisfactory
Bengaluru,2016-05-03,25.34,65.45,7.54,33.97,38.72,13.09,0.93,7.14,43.3,0.23,0.71,,100.0,Satisfactory
Lucknow,2018-07-11,42.49,,8.39,16.7,16.97,23.57,0.96,6.64,23.02,1.81,1.86,,86.0,Satisfactory
Ahmedabad,2018-10-23,75.24,,42.97,97.92,120.45,,49.09,57.43,32.04,3.94,16.02,0.65,1224.0,Severe
Ahmedabad,2016-11-09,88.99,,57.42,25.55,110.96,,49.62,64.55,17.43,5.52,23.52,1.12,1134.0,Severe
Lucknow,2018-02-14,97.74,,7.88,27.07,22.49,39.82,1.57,19.15,32.43,0.04,0.44,,302.0,Very Poor
Ahmedabad,2019-05-22,44.2,141.26,15.61,54.47,37.54,,17.81,53.63,18.29,3.81,21.26,7.11,691.0,Severe
Hyderabad,2017-12-21,54.97,142.74,8.51,40.31,17.59,29.32,0.0,19.31,52.2,0.06,0.07,0.07,148.0,Moderate
Delhi,2019-10-09,44.12,97.86,24.98,44.82,65.61,40.41,1.32,12.45,33.35,6.53,9.7,,108.0,Moderate
Guwahati,2017-12-25,76.85,155.25,44.56,14.11,60.71,9.41,1.24,11.81,4.88,1.17,,,184.0,Moderate
Shillong,2020-05-27,18.94,34.14,0.96,2.61,1.01,12.88,0.16,4.98,21.09,0.22,0.39,,40.0,Good
Chennai,2019-09-23,47.69,,1.37,14.25,8.62,3.66,0.44,3.29,11.24,0.05,0.03,,81.0,Satisfactory
Amaravati,2020-01-05,24.67,54.72,1.49,7.67,3.9,11.73,0.46,19.08,34.78,0.13,0.32,0.16,63.0,Satisfactory
Delhi,2015-01-06,125.5,225.34,48.56,44.71,82.36,33.35,1.03,8.69,32.49,3.56,6.04,0.0,326.0,Very Poor
Lucknow,2018-11-20,129.5,,11.08,24.31,7.46,11.73,3.13,6.52,18.95,3.58,7.46,,363.0,Very Poor
Shillong,2020-05-03,8.62,39.78,1.18,3.55,1.21,20.71,0.29,6.09,51.38,0.11,0.15,,73.0,Satisfactory
Kolkata,2017-03-15,29.2,116.56,13.65,30.76,37.64,11.32,0.81,7.99,19.35,17.27,12.72,1.64,96.0,Satisfactory
Jaipur,2019-11-13,71.19,110.14,10.35,29.09,16.44,19.12,0.89,12.87,21.61,1.03,4.99,,147.0,Moderate
Lucknow,2019-11-17,203.44,,29.92,50.82,49.03,50.38,0.41,14.62,53.15,0.0,0.0,,362.0,Very Poor
Mumbai,2018-10-25,117.91,260.16,45.9,63.5,70.57,41.43,0.46,8.26,25.43,11.78,,,335.0,Very Poor
Hyderabad,2018-11-09,37.21,119.52,10.4,46.38,20.04,57.21,0.63,8.95,41.43,1.4,14.68,0.67,132.0,Moderate
Thiruvananthapuram,2020-01-06,68.69,128.8,13.35,24.41,22.96,19.37,1.15,6.89,18.22,,,,132.0,Moderate
Ahmedabad,2017-11-08,88.54,,27.16,98.05,51.93,,34.21,29.08,45.65,0.0,0.0,0.13,556.0,Severe
Amaravati,2016-03-12,24.53,114.3,1.87,24.73,11.31,3.35,0.59,11.24,34.6,1.17,4.51,0.38,121.0,Moderate
Kolkata,2020-06-17,25.12,45.51,5.93,7.49,14.63,7.79,0.34,4.46,20.41,20.84,16.38,3.06,43.0,Good
Visakhapatnam,2018-11-05,56.91,129.38,51.86,69.95,72.75,12.25,0.67,17.23,29.08,4.8,17.48,24.89,124.0,Moderate
Delhi,2020-02-23,118.24,225.24,36.88,70.22,53.29,26.39,1.59,13.82,30.79,5.61,38.01,0.88,207.0,Poor
Hyderabad,2019-01-12,56.55,113.33,4.14,27.61,11.38,17.33,0.89,5.0,30.92,0.75,3.16,0.76,112.0,Moderate
Amritsar,2018-11-10,109.25,217.82,17.04,8.24,26.78,8.01,0.0,3.18,9.96,39.54,0.89,12.34,227.0,Poor
Ahmedabad,2016-09-21,23.58,,19.66,10.25,24.36,,14.58,27.13,13.79,8.74,9.68,7.31,402.0,Severe
Ahmedabad,2016-08-17,92.33,,5.79,18.28,31.61,,5.6,20.3,40.06,1.85,4.18,1.23,316.0,Very Poor
Hyderabad,2018-12-12,67.19,111.68,10.09,62.26,13.76,13.67,0.34,29.99,61.78,0.27,2.79,2.7,117.0,Moderate
Amritsar,2019-11-29,70.86,145.29,14.59,13.45,28.69,34.39,0.61,5.78,17.79,1.24,1.24,2.04,175.0,Moderate
Hyderabad,2019-05-28,13.84,69.8,4.42,21.46,11.77,23.89,0.14,5.07,35.78,0.81,2.31,0.15,82.0,Satisfactory
Visakhapatnam,2017-06-17,33.03,82.75,6.49,75.76,77.57,6.71,1.09,11.74,32.93,3.54,7.94,2.55,102.0,Moderate
Delhi,2019-03-25,162.59,253.24,52.48,62.12,61.02,34.29,2.56,11.1,19.03,6.38,60.26,1.44,332.0,Very Poor
Amritsar,2018-02-04,154.98,336.13,45.97,48.93,88.1,8.97,0.37,3.61,18.15,6.84,7.38,13.79,358.0,Very Poor
Lucknow,2015-03-14,,,6.28,10.72,4.22,,9.66,,11.28,1.5,4.73,,,
Jorapokhar,2019-03-22,,20.68,10.53,7.74,,,0.06,8.94,57.05,,,,133.0,Moderate
Gurugram,2017-11-05,76.52,283.01,11.0,10.9,15.56,,0.34,14.91,22.89,0.0,0.0,,256.0,Poor
Gurugram,2016-12-02,263.13,,9.93,20.14,,,1.09,4.58,3.51,0.04,4.27,,,
Delhi,2019-03-02,164.63,341.42,61.54,62.68,75.85,18.51,0.61,39.19,27.01,2.71,10.01,,391.0,Very Poor
Hyderabad,2019-12-19,26.62,78.86,14.67,36.7,25.83,70.47,0.77,7.13,37.11,1.64,7.66,1.76,63.0,Satisfactory
Jorapokhar,2020-05-14,68.44,142.46,9.47,8.7,,30.29,,4.6,30.27,,,,121.0,Moderate
Brajrajnagar,2020-04-21,50.7,98.39,,,,9.21,0.35,4.56,12.57,0.03,,,104.0,Moderate
Gurugram,2019-12-25,50.92,131.41,12.87,19.93,39.82,,1.42,4.72,20.56,,,,112.0,Moderate
Chennai,2016-04-09,34.2,,15.89,28.22,34.96,26.28,1.13,7.95,28.8,0.1,0.38,,104.0,Moderate
Lucknow,2016-10-25,84.58,,14.11,21.14,,,1.47,6.01,30.08,2.55,9.23,,210.0,Poor
Jorapokhar,2018-04-24,,124.37,8.14,6.96,,6.85,0.24,26.85,21.76,,,,145.0,Moderate
Mumbai,2018-08-24,13.31,41.7,35.51,14.8,36.84,,0.91,13.49,45.79,0.38,,,65.0,Satisfactory
Gurugram,2019-09-20,18.57,60.82,13.3,18.32,22.73,,0.06,4.2,,0.81,,,69.0,Satisfactory
Chennai,2016-08-06,42.38,,9.82,9.5,11.04,,0.16,4.95,8.28,0.01,0.02,,81.0,Satisfactory
Gurugram,2019-06-23,94.26,69.81,21.47,44.76,78.49,,1.36,31.19,71.98,2.0,6.0,,210.0,Poor
Patna,2018-05-21,254.9,,16.51,90.99,29.84,,1.96,44.06,59.96,2.58,6.87,6.8,385.0,Very Poor
Lucknow,2016-04-07,24.47,,14.57,30.5,,,1.83,5.05,22.92,2.41,10.46,,64.0,Satisfactory
Chennai,2017-03-08,43.32,,9.33,18.88,19.22,,0.49,35.4,21.98,0.49,0.17,,84.0,Satisfactory
Patna,2017-05-09,99.0,,65.78,20.28,128.32,,1.21,1.28,22.96,0.22,0.87,0.54,350.0,Very Poor
Chennai,2018-03-09,30.85,,12.71,34.13,21.86,10.31,0.71,3.3,18.68,0.0,1.71,,87.0,Satisfactory
Guwahati,2019-03-06,55.69,106.92,54.58,21.18,61.88,,0.95,16.21,36.52,0.24,,,392.0,Very Poor
Amaravati,2020-06-24,13.72,20.37,1.56,3.19,1.29,14.63,0.32,13.97,30.44,0.0,0.0,0.1,32.0,Good
Delhi,2018-03-18,117.17,157.78,22.09,29.0,34.95,38.81,1.16,6.35,46.98,2.68,13.79,0.15,224.0,Poor
Delhi,2019-03-26,56.8,100.5,13.15,53.5,75.14,37.71,1.3,36.72,47.41,4.75,28.78,2.29,129.0,Moderate
Amritsar,2016-11-24,53.34,,6.58,5.15,9.0,,1.19,6.34,19.22,3.93,8.03,17.2,160.0,Moderate
Bhopal,2020-04-15,25.82,35.32,1.67,13.45,9.99,13.66,0.46,8.45,47.97,,,,83.0,Satisfactory
Visakhapatnam,2019-05-14,55.8,116.93,10.62,31.78,26.9,12.03,0.83,33.59,38.0,4.62,10.25,2.62,119.0,Moderate
Hyderabad,2017-04-01,59.94,94.5,13.84,63.14,47.9,35.66,0.78,11.55,49.65,1.68,10.65,1.71,113.0,Moderate
Lucknow,2015-07-28,49.01,,4.98,8.39,5.28,,2.18,6.04,13.78,0.17,0.25,,125.0,Moderate
Jaipur,2019-11-02,96.27,155.05,87.55,71.16,120.21,12.95,0.52,20.25,55.72,3.92,2.38,,223.0,Poor
Patna,2018-08-10,43.74,68.42,23.79,12.0,30.99,23.76,1.21,4.33,20.67,0.34,0.98,0.6,93.0,Satisfactory
Lucknow,2015-08-23,55.4,,2.24,6.36,3.3,,2.12,6.29,18.22,2.34,3.33,,123.0,Moderate
Hyderabad,2018-10-21,67.45,108.06,4.45,20.27,12.98,18.28,0.59,3.7,26.14,1.24,7.72,1.6,105.0,Moderate
Amaravati,2020-04-21,19.29,54.33,3.85,12.25,11.21,23.68,0.6,5.78,15.55,0.02,0.09,,52.0,Satisfactory
Hyderabad,2017-04-13,49.67,142.87,5.82,25.08,14.16,37.91,0.38,46.21,41.94,0.43,3.62,0.41,138.0,Moderate
Chandigarh,2018-01-18,87.18,168.71,9.51,7.85,10.7,10.07,0.91,10.48,28.45,7.07,1.76,1.12,235.0,Poor
Brajrajnagar,2018-07-04,17.51,44.99,12.59,7.01,14.52,23.59,1.14,3.59,2.5,1.73,,,92.0,Satisfactory
Visakhapatnam,2019-08-25,55.76,108.28,5.93,32.47,21.83,12.74,1.24,3.93,40.07,9.95,18.91,6.3,123.0,Moderate
Kolkata,2019-09-20,24.23,54.51,5.15,22.07,30.5,26.25,0.54,1.86,34.8,1.36,7.24,,66.0,Satisfactory
Visakhapatnam,2019-04-10,38.92,171.46,16.42,37.89,35.77,10.8,0.54,12.53,46.75,5.95,9.37,2.53,134.0,Moderate
Ahmedabad,2015-09-09,35.06,,5.76,17.16,8.13,,0.99,,28.06,2.62,20.29,1.18,336.0,Very Poor
Coimbatore,2020-04-22,22.61,35.59,6.06,11.47,15.76,8.98,1.23,8.7,28.93,0.01,0.17,,62.0,Satisfactory
Visakhapatnam,2019-03-20,49.23,123.53,5.47,30.65,20.23,19.77,0.62,14.18,38.25,7.35,13.8,4.73,122.0,Moderate
Ahmedabad,2017-11-08,107.81,,47.99,121.91,56.45,,69.96,50.49,28.84,4.07,32.34,9.83,469.0,Severe
Hyderabad,2017-10-14,52.49,117.42,9.12,71.11,13.02,11.28,0.17,35.46,41.17,0.11,0.5,0.69,117.0,Moderate
Chennai,2017-03-19,27.94,88.16,30.82,15.68,55.16,5.12,0.76,9.5,13.67,0.35,7.97,,95.0,Satisfactory
Lucknow,2016-10-29,138.11,,22.76,17.75,4.22,,4.25,5.63,26.76,10.04,18.58,,393.0,Very Poor
Delhi,2016-12-01,243.0,514.98,59.82,54.57,70.04,39.89,1.24,17.16,48.29,6.12,24.87,4.02,546.0,Severe
Kolkata,2020-02-08,34.0,76.06,14.7,63.49,82.12,16.7,0.96,9.31,28.81,27.79,14.71,3.18,92.0,Satisfactory
Hyderabad,2019-11-03,28.7,71.26,1.31,20.86,15.73,17.91,0.67,6.34,42.17,1.06,9.53,0.89,67.0,Satisfactory
Thiruvananthapuram,2020-02-10,37.22,72.36,1.82,13.24,6.4,8.62,1.19,6.79,50.26,,,,93.0,Satisfactory
Brajrajnagar,2017-04-17,44.11,90.22,4.83,9.57,8.34,25.42,1.51,2.27,8.68,2.59,,,83.0,Satisfactory
Delhi,2019-01-09,109.06,194.23,63.91,19.8,109.85,67.71,3.48,21.85,38.44,29.29,8.15,13.78,330.0,Very Poor
Delhi,2020-02-15,129.82,249.81,37.96,52.94,93.87,43.07,12.09,7.65,49.06,4.27,8.06,3.96,309.0,Very Poor
Delhi,2017-12-24,242.68,281.75,73.21,77.38,130.7,4.41,2.33,14.45,24.38,6.66,26.42,0.18,379.0,Very Poor
Chandigarh,2018-03-01,38.66,69.39,8.39,12.74,9.99,6.07,0.73,6.13,22.42,4.05,0.23,0.72,86.0,Satisfactory
Amritsar,2017-07-17,20.9,6.29,15.36,9.82,31.64,14.51,0.48,8.2,24.33,5.44,3.38,11.49,70.0,Satisfactory
Kolkata,2019-03-01,23.19,61.55,12.65,19.36,34.24,19.49,0.79,6.74,24.25,16.28,13.41,2.74,56.0,Satisfactory
Mumbai,2015-05-15,,,,,27.6,,0.0,,,,,,,
Mumbai,2015-05-03,,,,,27.45,,0.0,,,0.0,0.0,0.0,,
Chennai,2015-03-03,,,2.78,10.77,12.37,,0.67,8.11,18.65,,0.0,,,
Gurugram,2017-06-20,46.92,,6.22,10.28,7.75,,0.5,7.38,17.76,,,,,
Jorapokhar,2019-05-17,,90.18,10.15,10.41,,,0.31,25.27,,,,,112.0,Moderate
Jorapokhar,2019-09-14,,32.16,8.78,9.16,,3.66,,4.7,17.88,,,,102.0,Moderate
Jorapokhar,2020-05-25,,173.39,9.13,7.5,,9.37,,,15.25,,,,131.0,Moderate
Talcher,2020-01-14,94.42,301.38,14.18,3.52,11.01,2.84,1.88,15.8,11.8,0.0,,,255.0,Poor
Bengaluru,2015-07-14,64.19,,3.97,15.66,14.15,26.59,1.34,2.8,24.91,,,,183.0,Moderate
Visakhapatnam,2018-04-04,31.94,73.5,19.18,28.05,30.04,7.25,0.71,23.34,14.38,3.33,6.31,1.64,75.0,Satisfactory
Mumbai,2015-02-22,,,,,24.34,,0.0,,,0.0,0.0,0.0,,
Patna,2018-08-27,43.48,,23.95,89.29,37.3,,1.21,36.32,12.68,1.92,12.3,5.71,104.0,Moderate
Gurugram,2020-01-16,45.22,98.54,13.28,9.77,17.44,,0.99,3.87,10.67,0.0,0.0,,233.0,Poor
Patna,2019-05-23,30.3,,29.98,27.11,58.32,,1.36,4.95,28.2,0.07,0.43,0.18,74.0,Satisfactory
Jaipur,2019-12-26,150.34,276.36,6.76,18.25,,5.31,0.7,6.81,24.77,0.02,0.06,,262.0,Poor
Talcher,2020-04-16,34.25,93.12,3.52,22.86,14.8,26.09,0.04,26.99,39.86,0.0,,,127.0,Moderate
